firstName,middleName,lastName,primaryContact,secondaryContact,emailAddress,gender,totalExperience,relevantExperience,lastCompany,candidateSource,onboardStatus,financialYear,marketOffering,subBusinessLine,competency,subCompetency
Haven,Llewellyn,Suggitt,90-4824074,,lsuggitte5@livejournal.com,Male,3,7,L'Oreal USA Products Inc,Vendor,Joined,FY20 P2,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Jacques,Rutherford,Ranahan,77-0213950,,rranahane6@ow.ly,Male,24,8,Rebel Distributors Corp,Vendor,Joined,FY20 P2,Forensic,PROD STAFF,MS&P CIS,ValueD
Gwen,Craggy,McKeon,10-4713275,,cmckeone7@altervista.org,Female,24,3,"Pedinol Pharmacal, Inc.",Internal Mobility,Current Orderboard,FY20 P4,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Madel,Mortimer,Edmonds,99-6549719,,medmondse8@mac.com,Female,3,17,The Medicine Shoppe International,Vendor,Joined,FY20 P4,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Sharia,Garwin,Frohock,45-1667939,,gfrohocke9@cnn.com,Female,15,17,Target Corp.,Internal Mobility,Offer Accepted,FY20 P4,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Glenine,Gunter,Hendricks,26-5298179,,ghendricksea@wikipedia.org,Female,6,17,A-S Medication Solutions LLC,Internal Mobility,Placed on Hold,FY20 P2,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Belvia,Cristiano,Westfalen,81-8779461,,cwestfaleneb@last.fm,Female,3,2,KAISER FOUNDATION HOSPITALS,PDAT,Placed on Hold,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Evanne,Ugo,Faulkner,36-2573012,,ufaulknerec@google.it,Female,3,21,Apotheca Company,Vendor,Placed on Hold,FY20 P5,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Brandi,Estevan,Haggata,16-9757526,,ehaggataed@chicagotribune.com,Female,22,9,Walgreen Company,Internal Mobility,Current Orderboard,FY20 P4,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Angelia,Teador,Lanphere,46-4078030,,tlanphereee@github.com,Female,22,3,Unifirst First Aid Corporation,CTH to FTE,Joined,FY20 P6,Forensic,PROD STAFF,MS&P CIS,AFES
Marrilee,Hervey,Gay,21-4953562,,hgayef@disqus.com,Female,6,9,"E.R. Squibb & Sons, L.L.C.",Vendor,Offer Accepted,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Vladamir,Creighton,Gawn,60-0955216,,cgawneg@canalblog.com,Male,10,18,New Sun Inc.,Vendor,Current Orderboard,FY20 P6,Forensic,PROD STAFF,MS&P CIS,PaCS
Lamar,Husain,Prescote,70-2071534,,hprescoteeh@yale.edu,Male,21,16,Cardinal Health,PDAT,Current Orderboard,FY20 P1,National,PROD STAFF,MS&P CIS,AFES
Wallas,Jock,Smidmore,56-6690507,,jsmidmoreei@google.co.jp,Male,23,16,REMEDYREPACK INC.,Internal Mobility,Placed on Hold,FY20 P2,National,PROD STAFF,MS&P CIS,AFES
Curtice,Thaddus,Manshaw,47-7405317,,tmanshawej@boston.com,Male,12,19,Phillips Company,Internal Mobility,Current Orderboard,FY20 P1,Forensic,PROD STAFF,MS&P CIS,PaCS
Heinrick,Jeremy,Aldersea,56-8078218,,jalderseaek@geocities.jp,Male,17,25,Sandoz Inc,Vendor,Placed on Hold,FY20 P3,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Chelsie,Tate,Bold,72-3966890,,tboldel@paginegialle.it,Female,24,16,"MATERNAL SCIENCE, LLC",PDAT,Offer Accepted,FY20 P3,National,PROD STAFF,MS&P CIS,AFES
Ida,Hy,Wemyss,37-9537492,,hwemyssem@behance.net,Female,14,10,REMEDYREPACK INC.,Vendor,Offer Accepted,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Justin,Antonino,Deeny,47-5737742,,adeenyen@histats.com,Male,21,18,sanofi-aventis U.S. LLC,Internal Mobility,Offer Accepted,FY20 P5,Forensic,PROD STAFF,MS&P CIS,ValueD
Angie,Peder,Mulles,99-3052163,,pmulleseo@technorati.com,Male,23,18,State of Florida DOH Central Pharmacy,PDAT,Joined,FY20 P4,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Zabrina,Ira,McGarel,73-6637257,,imcgarelep@yellowpages.com,Female,15,25,L Perrigo Company,PDAT,Joined,FY20 P1,Forensic,PROD STAFF,MS&P CIS,ValueD
Alysia,Wright,Maty,09-8987883,,wmatyeq@ucoz.com,Female,13,15,Apotex Corp.,PDAT,Current Orderboard,FY20 P5,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Keelby,Shellysheldon,Mingey,77-9010504,,smingeyer@diigo.com,Male,13,25,Rite Aid Corporation,Internal Mobility,Current Orderboard,FY20 P1,National,PROD STAFF,MS&P CIS,ValueD
Kerwinn,Egor,Ley,01-7911316,,eleyes@twitpic.com,Male,6,14,Energetix Corp,PDAT,Offer Accepted,FY20 P2,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Gardner,Quillan,Odney,14-9511973,,qodneyet@patch.com,Male,2,13,Remedy Makers,PDAT,Current Orderboard,FY20 P2,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Clovis,Kristofor,Whate,40-1650585,,kwhateeu@usgs.gov,Female,8,5,"Greenbrier International, Inc.",Internal Mobility,Placed on Hold,FY20 P3,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Winn,Alexis,MacNamara,07-4587352,,amacnamaraev@alibaba.com,Male,23,19,Uriel Pharmacy Inc.,Vendor,Joined,FY20 P2,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Arlan,Garvey,Reinard,86-5895030,,greinardew@sbwire.com,Male,14,6,HyVee Inc,CTH to FTE,Current Orderboard,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Garfield,Crosby,Booi,07-0013811,,cbooiex@hc360.com,Male,24,6,Aurobindo Pharma Limited,CTH to FTE,Placed on Hold,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Augustina,Quincey,McAdam,35-0866185,,qmcadamey@princeton.edu,Female,14,7,West-ward Pharmaceutical Corp,Internal Mobility,Offer Accepted,FY20 P3,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Gaspard,Tally,Haigh,91-4316972,,thaighez@youku.com,Male,7,8,"Lofthouse of Fleetwood, Ltd.",CTH to FTE,Current Orderboard,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Marya,Tom,Biscomb,91-5068854,,tbiscombf0@myspace.com,Female,20,3,"Yusef Manufacturing Laboratories, LLC",Vendor,Placed on Hold,FY20 P4,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Allie,Beniamino,Davidovici,61-0117715,,bdavidovicif1@webnode.com,Female,14,19,"Nelco Laboratories, Inc.",PDAT,Current Orderboard,FY20 P4,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Cyb,Dante,Carff,67-6027886,,dcarfff2@mtv.com,Female,18,18,Baxter Healthcare Corporation,PDAT,Placed on Hold,FY20 P3,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Emmye,Robert,Elizabeth,15-3853905,,relizabethf3@google.com,Female,2,23,CSL Behring AG,PDAT,Current Orderboard,FY20 P5,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Alexine,Palm,Volet,12-2228721,,pvoletf4@ifeng.com,Female,22,23,"Geiss, Destin & Dunn, Inc (Goodsense)",CTH to FTE,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Grant,Gorden,Giovannilli,74-3447530,,ggiovannillif5@businessinsider.com,Male,24,9,Bayer HealthCare Consumer Care,Internal Mobility,Placed on Hold,FY20 P5,Forensic,PROD STAFF,MS&P CIS,PaCS
Artemas,Les,Balfour,07-9711827,,lbalfourf6@wikia.com,Male,17,16,"Physicians Total Care, Inc.",PDAT,Offer Accepted,FY20 P1,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Thoma,Allin,Davidescu,77-7766558,,adavidescuf7@yellowpages.com,Male,25,24,"Napoleon Perdis Cosmetics, Inc",PDAT,Current Orderboard,FY20 P4,Forensic,PROD STAFF,MS&P CIS,AFES
Ange,Lind,Dary,53-6325267,,ldaryf8@live.com,Male,10,2,"QOL Medical, LLC",Vendor,Current Orderboard,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Shurlocke,Isidor,Highman,37-6198796,,ihighmanf9@over-blog.com,Male,14,3,"Physicians Total Care, Inc.",PDAT,Offer Accepted,FY20 P2,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Delila,Bertrando,Hoodspeth,51-7536000,,bhoodspethfa@creativecommons.org,Female,5,9,Teva Pharmaceuticals USA Inc,Internal Mobility,Current Orderboard,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Fabien,Kinsley,Lapworth,25-5426415,,klapworthfb@reference.com,Male,10,23,"ZION SYNTHETIC FIBER CO., LTD.",Vendor,Offer Accepted,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Swen,Ransell,Drew-Clifton,05-4765261,,rdrewcliftonfc@si.edu,Male,10,24,West-ward Pharmaceutical Corp,CTH to FTE,Placed on Hold,FY20 P5,Forensic,PROD STAFF,MS&P CIS,PaCS
Kary,Hendrik,Cruess,40-7385873,,hcruessfd@google.fr,Female,4,24,"Taro Pharmaceuticals U.S.A., Inc.",Internal Mobility,Joined,FY20 P3,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Gaven,Pasquale,Codlin,96-5431922,,pcodlinfe@de.vu,Male,19,15,"Have and Be Co., Ltd.",Internal Mobility,Placed on Hold,FY20 P4,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Teodor,Broderic,Pilkington,12-5890732,,bpilkingtonff@ycombinator.com,Male,4,24,"Prime Packaging, Inc.",PDAT,Placed on Hold,FY20 P5,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Klaus,Ebeneser,Fearick,23-4845547,,efearickfg@who.int,Male,11,2,"Liddell Laboratories, Inc.",CTH to FTE,Current Orderboard,FY20 P4,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Pate,Nichols,Doull,26-1887831,,ndoullfh@google.com.au,Male,1,8,Teva Pharmaceuticals USA Inc,Internal Mobility,Offer Accepted,FY20 P3,Forensic,PROD STAFF,MS&P CIS,PaCS
Betty,Elia,Pittock,97-2919301,,epittockfi@webeden.co.uk,Female,23,10,Hydrox Laboratories,Internal Mobility,Offer Accepted,FY20 P4,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Chere,Oberon,Brakewell,75-4029949,,obrakewellfj@unesco.org,Female,24,18,"Physicians Total Care, Inc.",CTH to FTE,Placed on Hold,FY20 P4,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Tabor,Aubrey,Burnep,35-1045204,,aburnepfk@hatena.ne.jp,Male,15,6,"Mutual Pharmaceutical Co., Inc.",Internal Mobility,Joined,FY20 P5,Forensic,PROD STAFF,MS&P CIS,ValueD
Pansie,Bay,Carrack,53-0036700,,bcarrackfl@ed.gov,Female,15,18,American Sales Company,CTH to FTE,Current Orderboard,FY20 P1,Forensic,PROD STAFF,MS&P CIS,AFES
Emmet,Frasco,Babonau,75-0746161,,fbabonaufm@hubpages.com,Male,9,3,sanofi-aventis U.S. LLC,Internal Mobility,Current Orderboard,FY20 P4,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Valera,Edgardo,Giacopello,47-0648612,,egiacopellofn@trellian.com,Female,21,23,Purdue Products LP,PDAT,Offer Accepted,FY20 P3,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Rheba,Randie,Lammenga,40-3071288,,rlammengafo@ibm.com,Female,18,7,Gen-Source Rx,PDAT,Joined,FY20 P3,Forensic,PROD STAFF,MS&P CIS,PaCS
Nari,Chris,Gouck,51-9429441,,cgouckfp@bloomberg.com,Female,7,1,"Physicians Total Care, Inc.",Vendor,Placed on Hold,FY20 P4,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Eldin,Frederik,Lenin,92-9690439,,fleninfq@weather.com,Male,10,15,Dolgencorp Inc,PDAT,Placed on Hold,FY20 P4,National,PROD STAFF,MS&P CIS,AFES
Deborah,Gil,Chiverton,06-8593854,,gchivertonfr@walmart.com,Female,21,5,"Silarx Pharmaceuticals, Inc",Internal Mobility,Current Orderboard,FY20 P6,National,PROD STAFF,MS&P CIS,PaCS
Rudie,Orlan,Lutzmann,88-0245799,,olutzmannfs@lulu.com,Male,23,16,Rebel Distributors Corp,PDAT,Current Orderboard,FY20 P6,Forensic,PROD STAFF,MS&P CIS,PaCS
Corly,Nefen,Paolucci,34-1021197,,npaoluccift@macromedia.com,Female,19,1,North Safety Products LLC,CTH to FTE,Offer Accepted,FY20 P3,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Brina,Chance,Batters,68-2845469,,cbattersfu@surveymonkey.com,Female,25,20,Bryant Ranch Prepack,CTH to FTE,Current Orderboard,FY20 P2,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Shawnee,Amby,Conws,91-8893275,,aconwsfv@wsj.com,Female,11,20,bryant ranch prepack,PDAT,Offer Accepted,FY20 P2,Forensic,PROD STAFF,MS&P CIS,AFES
Alvera,Evelyn,Ianilli,19-5157851,,eianillifw@g.co,Female,19,1,Boots Retail USA Inc,Internal Mobility,Placed on Hold,FY20 P3,Forensic,PROD STAFF,MS&P CIS,PaCS
Rina,Del,Duckers,72-4701691,,dduckersfx@wordpress.com,Female,3,19,"CHV Home Medical Equipment Company, LLC",PDAT,Current Orderboard,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Saw,Thorstein,Boissier,23-3606087,,tboissierfy@phoca.cz,Male,21,5,"Nelco Laboratories, Inc.",PDAT,Joined,FY20 P6,Forensic,PROD STAFF,MS&P CIS,ValueD
Bil,Pierce,Pernell,61-8365786,,ppernellfz@archive.org,Male,16,15,CSL Behring GmbH,PDAT,Placed on Hold,FY20 P4,Forensic,PROD STAFF,MS&P CIS,AFES
Pooh,Eldin,Wanley,43-4504652,,ewanleyg0@ucoz.com,Male,10,22,"Meditrend, Inc. DBA Progena Professional Formulations",Vendor,Placed on Hold,FY20 P2,National,PROD STAFF,MS&P CIS,AFES
Gavrielle,Powell,Grishin,16-2549842,,pgrishing1@columbia.edu,Female,9,6,S & G Home Care dba R & M Transfill,PDAT,Current Orderboard,FY20 P2,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Rhona,Stanleigh,Clowes,56-8224565,,sclowesg2@exblog.jp,Female,18,21,Rebel Distributors Corp,PDAT,Current Orderboard,FY20 P3,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Wally,Terri,Jiru,97-2980679,,tjirug3@irs.gov,Male,4,16,Kroger Company,Vendor,Joined,FY20 P2,Forensic,PROD STAFF,MS&P CIS,AFES
Gail,Royce,McCome,36-0450706,,rmccomeg4@zimbio.com,Male,11,21,Organics Corporation of America dba Ambix Laboratories,PDAT,Offer Accepted,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Ruddy,Ruggiero,Etock,45-8134181,,retockg5@devhub.com,Male,25,1,P and L Development of New York Corporation (ReadyInCase),Vendor,Offer Accepted,FY20 P5,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Gan,Ricki,Stiffell,49-1492639,,rstiffellg6@ucla.edu,Male,19,18,"Laura Geller Beauty, LLC",CTH to FTE,Current Orderboard,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Brinn,Victoir,Gwillim,44-4319024,,vgwillimg7@patch.com,Female,7,11,"Nelco Laboratories, Inc.",Vendor,Placed on Hold,FY20 P1,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Isabelle,Cobbie,Gier,24-1476656,,cgierg8@wired.com,Female,9,19,"Physicians Total Care, Inc.",Vendor,Current Orderboard,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Temple,Aron,Todari,24-4632711,,atodarig9@shutterfly.com,Male,4,25,Target Corporation,PDAT,Placed on Hold,FY20 P3,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Sigfried,Rem,MacIlory,29-5342562,,rmaciloryga@buzzfeed.com,Male,19,22,"ALK-Abello, Inc.",PDAT,Current Orderboard,FY20 P3,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Sherman,Alard,Ziemke,14-8909818,,aziemkegb@flavors.me,Male,2,20,Cardinal Health,Vendor,Joined,FY20 P3,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Alexandro,Reese,Malthus,24-4099733,,rmalthusgc@nationalgeographic.com,Male,19,10,Aidarex Pharmaceuticals LLC,PDAT,Offer Accepted,FY20 P2,National,PROD STAFF,MS&P CIS,ValueD
Kattie,Madison,Dantesia,49-3889494,,mdantesiagd@fema.gov,Female,17,13,Teva Pharmaceuticals USA Inc,CTH to FTE,Offer Accepted,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Dannie,Niels,Nolton,11-4703609,,nnoltonge@bloglovin.com,Female,18,13,Midlothian Laboratories,Internal Mobility,Joined,FY20 P5,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Deborah,Harley,Mertin,36-2940807,,hmertingf@jalbum.net,Female,9,3,"Hospira, Inc.",CTH to FTE,Placed on Hold,FY20 P2,National,PROD STAFF,MS&P CIS,ValueD
Bay,Read,Jeppensen,62-1486530,,rjeppensengg@ucla.edu,Male,12,7,Jubilant HollisterStier LLC,PDAT,Joined,FY20 P4,National,PROD STAFF,MS&P CIS,PaCS
Traver,Samuel,Bodimeade,02-4881715,,sbodimeadegh@ucoz.com,Male,16,17,Greenstone LLC,PDAT,Offer Accepted,FY20 P5,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Harlen,Loy,Keohane,06-2705092,,lkeohanegi@ning.com,Male,7,23,Cardinal Health,Vendor,Offer Accepted,FY20 P5,Forensic,PROD STAFF,MS&P CIS,PaCS
Guthrie,Aymer,Keywood,01-3226381,,akeywoodgj@bing.com,Male,4,14,REMEDYREPACK INC.,Vendor,Offer Accepted,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Neilla,Forest,Mellon,85-7388330,,fmellongk@vk.com,Female,9,5,bryant ranch prepack,Internal Mobility,Offer Accepted,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Joyan,Granny,Laudham,86-2148538,,glaudhamgl@squidoo.com,Female,25,16,"Dispensing Solutions, Inc.",PDAT,Placed on Hold,FY20 P3,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Eddie,Scotty,Robjohns,41-8454881,,srobjohnsgm@yandex.ru,Female,9,12,"Meditrend, Inc. DBA Progena Professional Formulations",Vendor,Current Orderboard,FY20 P5,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Debby,Douglas,Cullivan,06-2132457,,dcullivangn@ted.com,Female,24,7,REMEDYREPACK INC.,Vendor,Placed on Hold,FY20 P2,Forensic,PROD STAFF,MS&P CIS,PaCS
Koressa,Jervis,Macak,03-7413381,,jmacakgo@ucsd.edu,Female,1,17,Reckitt Benckiser LLC,PDAT,Current Orderboard,FY20 P2,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,AFES
Leilah,Israel,Covert,83-2972309,,icovertgp@1688.com,Female,20,15,"Newton Laboratories, Inc.",PDAT,Placed on Hold,FY20 P3,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Dalton,Stafford,Mackelworth,07-9549189,,smackelworthgq@imageshack.us,Male,4,9,J. A. Cosmetics U.S. INC,PDAT,Offer Accepted,FY20 P2,National,PROD STAFF,MS&P CIS,AFES
Estel,Wes,Islep,11-7457029,,wislepgr@mysql.com,Female,16,5,"Newton Laboratories, Inc.",PDAT,Joined,FY20 P3,Forensic,PROD STAFF,MS&P CIS,AFES
Quinn,Alister,Ffrench,08-6678439,,affrenchgs@chicagotribune.com,Male,11,13,Medimetriks Pharmaceuticals Inc,Vendor,Placed on Hold,FY20 P1,Forensic,PROD STAFF,MS&P CIS,PaCS
Gunther,Pepito,Cruden,59-2339653,,pcrudengt@apache.org,Male,1,7,CHANEL PARFUMS BEAUTE,Internal Mobility,Current Orderboard,FY20 P3,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Vi,Taite,Oag,82-2375468,,toaggu@tmall.com,Female,15,5,Target Corp,CTH to FTE,Offer Accepted,FY20 P1,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Agustin,Vincenty,Gaymer,34-0375123,,vgaymergv@sakura.ne.jp,Male,23,22,"Elizabeth Arden, Inc",Vendor,Current Orderboard,FY20 P5,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Matthias,Drugi,Tremoille,17-9515081,,dtremoillegw@washingtonpost.com,Male,20,4,"Roxane Laboratories, Inc",PDAT,Joined,FY20 P1,National,PROD STAFF,MS&P CIS,ValueD
Rubi,Maxie,Battrum,99-7153104,,mbattrumgx@xrea.com,Female,7,14,McKesson,Vendor,Placed on Hold,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Celka,Derrik,Cinnamond,21-6485457,,dcinnamondgy@woothemes.com,Female,11,14,Good Neighbor Pharmacy,PDAT,Joined,FY20 P1,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Archaimbaud,Dare,Sangar,36-6674157,,dsangargz@networkadvertising.org,Male,17,16,"Dolgencorp, LLC",Vendor,Placed on Hold,FY20 P2,National,PROD STAFF,MS&P CIS,AFES
Alfreda,Gaylord,Lukianov,13-9179597,,glukianovh0@msu.edu,Female,2,15,"THEFACESHOP CO., LTD",CTH to FTE,Placed on Hold,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Bernadine,Tad,Insworth,86-7402001,,tinsworthh1@chicagotribune.com,Female,17,24,Ricola USA Inc.,Vendor,Joined,FY20 P3,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Moss,Felice,Corington,80-5099546,,fcoringtonh2@mlb.com,Male,10,21,"Autumn Harp, Inc",PDAT,Current Orderboard,FY20 P5,Forensic,PROD STAFF,MS&P CIS,AFES
Biddy,Haze,Parades,75-5848551,,hparadesh3@elegantthemes.com,Female,1,5,"Greer Laboratories, Inc.",Internal Mobility,Placed on Hold,FY20 P4,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Aharon,Tybalt,Davis,01-6948946,,tdavish4@hibu.com,Male,24,12,"Greenbrier International, Inc.",Vendor,Placed on Hold,FY20 P3,Assurance & Internal Audit,PROD STAFF,MS&P CIS,PaCS
Andie,Rusty,McGaugie,73-1507979,,rmcgaugieh5@theguardian.com,Female,24,4,G.D. Searle LLC Division of Pfizer Inc,Internal Mobility,Placed on Hold,FY20 P6,National,PROD STAFF,MS&P CIS,PaCS
Jermaine,Antoni,Brosoli,50-1372138,,abrosolih6@weebly.com,Female,18,16,King Bio Inc.,Vendor,Offer Accepted,FY20 P1,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Rutherford,Matthieu,Filisov,14-6700651,,mfilisovh7@un.org,Male,3,13,E-Z-EM Canada Inc,CTH to FTE,Joined,FY20 P3,Forensic,PROD STAFF,MS&P CIS,ValueD
Tiebout,Rinaldo,Carlozzi,61-1617061,,rcarlozzih8@constantcontact.com,Male,18,12,Similasan Corporation,Vendor,Placed on Hold,FY20 P1,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Napoleon,Biron,Osgordby,38-8910203,,bosgordbyh9@amazon.co.jp,Male,11,19,Accord Healthcare Inc.,CTH to FTE,Placed on Hold,FY20 P1,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Ferdy,Link,Wadhams,73-0058229,,lwadhamsha@i2i.jp,Male,14,14,St. Marys Medical Park Pharmacy,Vendor,Offer Accepted,FY20 P3,National,PROD STAFF,MS&P CIS,AFES
Giacinta,Tod,De Luna,06-8217255,,tdelunahb@businessinsider.com,Female,14,14,GlaxoSmithKline LLC,PDAT,Placed on Hold,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,PaCS
Iosep,Neddy,Poschel,92-4423295,,nposchelhc@nymag.com,Male,20,4,Ventura International LTD,Internal Mobility,Joined,FY20 P5,National,PROD STAFF,MS&P CIS,ValueD
Nonie,Gilberto,Robken,84-4442546,,grobkenhd@about.com,Female,25,7,Rebel Distributors Corp,CTH to FTE,Joined,FY20 P2,Risk Intelligence,PROD STAFF,MS&P CIS,AFES
Hussein,Raddie,Rubartelli,98-1005652,,rrubartellihe@tumblr.com,Male,3,25,"ALK-Abello, Inc.",PDAT,Offer Accepted,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,PaCS
Katlin,Blayne,Askwith,24-8137344,,baskwithhf@odnoklassniki.ru,Female,19,12,"Antigen Laboratories, Inc.",Internal Mobility,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Jayme,Norbie,Christophersen,98-7278882,,nchristophersenhg@livejournal.com,Male,15,21,Paramesh Banerji Life Sciences LLC,CTH to FTE,Offer Accepted,FY20 P3,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Doy,Cortie,Gobbett,13-8217693,,cgobbetthh@marketwatch.com,Male,21,20,Advanced Generic Corporation,PDAT,Placed on Hold,FY20 P3,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Sibley,Lindon,Murrock,19-0808002,,lmurrockhi@ed.gov,Female,22,19,"Physicians Total Care, Inc.",Internal Mobility,Placed on Hold,FY20 P3,Assurance & Internal Audit,PROD STAFF,MS&P CIS,AFES
Gerick,Hersch,Marler,57-4381053,,hmarlerhj@51.la,Male,10,5,CURRENT SOLUTIONS LLC,Vendor,Placed on Hold,FY20 P2,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,AFES
Will,Benjy,Coit,11-4171248,,bcoithk@t-online.de,Male,3,9,"Ventura International Ltd. (San Juan, P.R)",Internal Mobility,Offer Accepted,FY20 P5,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Briggs,Isaiah,Rose,55-1201927,,irosehl@patch.com,Male,23,16,Cardinal Health,CTH to FTE,Placed on Hold,FY20 P5,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Ira,Orazio,Vondra,51-6464472,,ovondrahm@wiley.com,Male,19,23,PURMINERALS,Internal Mobility,Joined,FY20 P3,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,PaCS
Terrence,Vaughn,Spino,14-2489217,,vspinohn@booking.com,Male,11,17,"Watson Pharma, Inc.",CTH to FTE,Joined,FY20 P4,Forensic,PROD STAFF,MS&P CIS,AFES
Carson,Eugen,Donaghie,59-3289021,,edonaghieho@techcrunch.com,Male,25,25,Washington Homeopathic Products,Internal Mobility,Offer Accepted,FY20 P3,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Terese,Robers,Rossoni,39-9894677,,rrossonihp@homestead.com,Female,7,16,Heritage Pharmaceuticals Inc.,PDAT,Current Orderboard,FY20 P1,National,PROD STAFF,MS&P CIS,AFES
