firstName,middleName,lastName,primaryContact,secondaryContact,emailAddress,gender,totalExperience,relevantExperience,lastCompany,candidateSource,onboardStatus,financialYear,marketOffering,marketSubBusinessLine,competency,subCompetency
Ola,Sylvia,Lanfranchi,465-24-5174,173-80-5634,slanfranchif2@twitpic.com,Female,3,17,Orange,Internal Mobility,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,Controllership,Accounting Technology
Pattie,Malynda,Bratch,392-17-3315,672-26-8239,mbratchf3@jigsy.com,Female,12,18,Violet,Referral,Joined,FY20 P6,National,PROD STAFF,MS&P CIS,ValueD
Antony,Linet,Stiggles,412-63-8774,547-55-0436,lstigglesf4@woothemes.com,Male,13,6,Goldenrod,Referral,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P ACTT,Prod Staff
Artair,Tonya,Pilch,698-74-3228,104-36-6791,tpilchf5@mediafire.com,Male,10,2,Orange,CTH to FTE,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P LRA,TrueView
Mora,Rubia,O'Drought,248-96-1297,809-63-0452,rodroughtf6@privacy.gov.au,Female,12,5,Red,CTH to FTE,Joined,FY20 P6,Forensic,PROD STAFF,MS&P LRA,TrueView
Lorri,Gussy,Pont,141-30-7427,829-10-7681,gpontf7@altervista.org,Female,6,5,Puce,Internal Mobility,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P LRA,TrueView
Marcellina,Janine,MacGrath,157-57-5166,821-80-6989,jmacgrathf8@state.tx.us,Female,19,10,Puce,PDAT,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,D3,SQL DBA
Case,Sissy,Smithend,316-81-8168,374-98-1291,ssmithendf9@shop-pro.jp,Male,3,14,Maroon,Internal Mobility,Joined,FY20 P6,National,PROD STAFF,MS&P LRA,TrueView
Ophelie,Kala,Pridie,755-14-5946,796-40-4159,kpridiefa@slashdot.org,Female,12,1,Blue,Internal Mobility,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Farleigh,Melesa,Berth,373-38-4407,701-36-8026,mberthfb@g.co,Male,15,11,Aquamarine,Vendor,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Graeme,Charmaine,Extill,151-07-0681,466-12-6668,cextillfc@newyorker.com,Male,6,1,Indigo,Internal Mobility,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,Securitization,Financial Technology
Melania,Suellen,McCrory,105-44-7482,319-61-1392,smccroryfd@whitehouse.gov,Female,1,17,Turquoise,Net Sourcing,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Tiffanie,Anderea,Parsell,673-69-4657,631-58-5928,aparsellfe@spiegel.de,Female,10,19,Fuscia,Referral,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,Securitization,Financial Technology
Wandis,Isobel,Roubert,342-79-0312,860-82-5008,iroubertff@census.gov,Female,1,3,Maroon,Net Sourcing,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P,Client Support
Michal,Grace,Brawn,646-28-7588,256-78-1761,gbrawnfg@angelfire.com,Female,4,14,Aquamarine,CTH to FTE,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P,Client Support
Eartha,Dorisa,Milstead,828-19-4723,574-53-4998,dmilsteadfh@disqus.com,Female,14,20,Khaki,Net Sourcing,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,Securitization,Financial Technology
Ulberto,Pearl,Sysland,116-28-2569,551-58-5785,psyslandfi@marriott.com,Male,15,3,Maroon,Referral,Joined,FY20 P6,Forensic,PROD STAFF,MS&P ACTT,Prod Staff
Hester,Bernita,Simoens,142-26-7179,652-29-6436,bsimoensfj@mapquest.com,Female,13,7,Pink,Referral,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,Securitization,Financial Technology
Adan,Vera,Challenor,320-45-9037,238-73-7061,vchallenorfk@biglobe.ne.jp,Female,8,5,Mauv,CTH to FTE,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Keane,Corabel,Crankshaw,649-01-0919,513-66-3877,ccrankshawfl@mapquest.com,Male,12,13,Indigo,CTH to FTE,Joined,FY20 P6,National,PROD STAFF,MS&P CIS,ValueD
Phillida,Valentia,Dregan,457-92-3415,779-73-4580,vdreganfm@utexas.edu,Female,1,11,Green,Referral,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P ACTT,Prod Staff
Adamo,Audre,Dalgliesh,503-97-6389,218-32-5086,adalglieshfn@histats.com,Male,17,19,Blue,Internal Mobility,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P,Client Support
Maxy,Carmel,Gainseford,894-31-1312,218-93-3126,cgainsefordfo@fotki.com,Male,7,3,Maroon,Referral,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Hew,Dagmar,Di Matteo,633-32-5223,535-59-5744,ddimatteofp@jalbum.net,Male,4,10,Yellow,PDAT,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,D3,SQL DBA
Darice,Sophi,Doidge,384-68-4154,634-06-4709,sdoidgefq@i2i.jp,Female,12,18,Maroon,Internal Mobility,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,Securitization,Financial Technology
Kyle,Dorrie,Bolley,690-80-7330,398-43-1080,dbolleyfr@technorati.com,Female,11,6,Green,PDAT,Joined,FY20 P6,Risk Intelligence,PROD STAFF,Securitization,Financial Technology
Hobey,Brigid,Marishenko,201-62-3355,674-29-5236,bmarishenkofs@nydailynews.com,Male,1,6,Puce,Net Sourcing,Joined,FY20 P6,National,PROD STAFF,D3,SQL DBA
Galina,Sophey,Lappine,584-47-8260,601-96-0389,slappineft@prweb.com,Female,9,20,Puce,Net Sourcing,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P LRA,TrueView
Riannon,Phebe,Verralls,465-02-4292,132-35-6530,pverrallsfu@hhs.gov,Female,20,13,Purple,CTH to FTE,Joined,FY20 P6,Forensic,PROD STAFF,MS&P ACTT,Prod Staff
Yvor,Selena,Sparrowe,217-30-1591,585-27-6271,ssparrowefv@hp.com,Male,16,1,Orange,Internal Mobility,Joined,FY20 P6,National,PROD STAFF,Securitization,Financial Technology
Christiana,Ulla,Frensch,400-77-4821,222-84-9913,ufrenschfw@rambler.ru,Female,17,20,Turquoise,Referral,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Olivier,Sara,Darbishire,810-96-1405,283-10-5858,sdarbishirefx@discovery.com,Male,2,15,Mauv,Vendor,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P LRA,TrueView
Noland,Ethelyn,Parkeson,541-79-9155,815-29-9553,eparkesonfy@networkadvertising.org,Male,9,5,Pink,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,Securitization,Financial Technology
Gael,Cleopatra,Lacasa,357-69-2864,698-08-1591,clacasafz@cpanel.net,Female,20,8,Aquamarine,Internal Mobility,Joined,FY20 P6,Risk Intelligence,PROD STAFF,Controllership,Accounting Technology
Ram,Sapphire,McCathie,279-20-2819,137-72-3092,smccathieg0@goodreads.com,Male,20,1,Orange,Vendor,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,Controllership,Accounting Technology
Kristen,Savina,Dosdill,676-32-5271,862-04-2759,sdosdillg1@amazon.com,Female,18,6,Purple,Referral,Joined,FY20 P6,National,PROD STAFF,D3,SQL DBA
Annelise,Rosanne,Dennis,153-87-2709,404-96-8354,rdennisg2@ft.com,Female,16,3,Goldenrod,Vendor,Joined,FY20 P6,National,PROD STAFF,MS&P,Client Support
Levey,Mandy,Tattersall,768-23-3407,357-79-3518,mtattersallg3@hatena.ne.jp,Male,10,2,Red,CTH to FTE,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P LRA,TrueView
Estevan,Phaedra,Rickets,148-76-4916,412-64-8243,pricketsg4@adobe.com,Male,11,18,Yellow,CTH to FTE,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Jodie,Joye,Desesquelle,699-20-3372,167-63-6748,jdesesquelleg5@youku.com,Female,3,16,Crimson,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Margaretha,Lotty,Lidbetter,271-76-8099,894-82-2472,llidbetterg6@myspace.com,Female,14,5,Yellow,Vendor,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P,Client Support
Stella,Isabeau,Darree,831-58-2467,433-36-2129,idarreeg7@webeden.co.uk,Female,2,2,Turquoise,Internal Mobility,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P ACTT,Prod Staff
Jeth,Cyndi,Moxley,708-25-6004,482-19-8360,cmoxleyg8@nasa.gov,Male,12,3,Teal,Referral,Joined,FY20 P6,Forensic,PROD STAFF,MS&P LRA,TrueView
Odey,Amberly,Moffett,869-88-4828,637-89-6491,amoffettg9@spotify.com,Male,19,20,Violet,PDAT,Joined,FY20 P6,Forensic,PROD STAFF,Securitization,Financial Technology
Maddy,Cacilia,Kuschel,318-24-3615,782-96-1255,ckuschelga@irs.gov,Male,11,7,Turquoise,Vendor,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Shell,Arluene,Bruinemann,102-77-6437,734-34-0897,abruinemanngb@ca.gov,Female,18,16,Green,PDAT,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,Securitization,Financial Technology
Harmony,Joyann,Tschierse,825-64-2978,384-58-0792,jtschiersegc@people.com.cn,Female,13,9,Orange,Net Sourcing,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P LRA,TrueView
Tiphany,Bird,Frick,606-83-4762,246-76-4684,bfrickgd@de.vu,Female,12,18,Puce,Vendor,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P ACTT,Prod Staff
Boris,Crystal,Bavin,725-13-3224,651-06-9754,cbavinge@dagondesign.com,Male,7,12,Purple,Internal Mobility,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,Controllership,Accounting Technology
Alecia,Hyacinthe,McGowan,335-83-5847,833-92-3540,hmcgowangf@free.fr,Female,6,14,Mauv,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,D3,SQL DBA
Archibaldo,Marthena,Jerzyk,334-70-8764,345-04-8347,mjerzykgg@macromedia.com,Male,20,12,Mauv,Vendor,Joined,FY20 P6,National,PROD STAFF,MS&P,Client Support
Alanson,Cordy,Fullard,789-80-1719,441-18-3393,cfullardgh@com.com,Male,13,1,Pink,CTH to FTE,Joined,FY20 P6,Forensic,PROD STAFF,MS&P,Client Support
Shalom,Carolyne,Kroin,427-25-1127,307-91-3877,ckroingi@elpais.com,Male,11,6,Pink,Vendor,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P LRA,TrueView
Colet,Kiersten,Nichol,375-07-4031,424-80-8667,knicholgj@wikia.com,Male,18,3,Purple,Internal Mobility,Joined,FY20 P6,Forensic,PROD STAFF,MS&P CIS,ValueD
Reagen,Isabella,Alloway,685-19-6979,668-28-6903,iallowaygk@scientificamerican.com,Male,2,13,Mauv,Vendor,Joined,FY20 P6,Forensic,PROD STAFF,Controllership,Accounting Technology
Luke,Fanechka,Thewless,436-75-3787,760-51-8558,fthewlessgl@odnoklassniki.ru,Male,9,9,Goldenrod,PDAT,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P ACTT,Prod Staff
Weber,Margaretta,Busch,636-44-4680,139-22-0732,mbuschgm@ask.com,Male,7,2,Green,PDAT,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P ACTT,Prod Staff
Alano,Claudette,Letch,172-72-1616,769-24-3634,cletchgn@walmart.com,Male,6,3,Purple,Net Sourcing,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,Securitization,Financial Technology
Kristine,Linnie,Elen,325-63-6919,650-19-9176,lelengo@goo.gl,Female,1,10,Goldenrod,CTH to FTE,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P,Client Support
Modestine,Poppy,Plaskett,890-39-8154,879-44-1318,pplaskettgp@pinterest.com,Female,10,2,Goldenrod,CTH to FTE,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P,Client Support
Beau,Candice,Trobey,593-08-4718,386-70-5316,ctrobeygq@oaic.gov.au,Male,9,1,Mauv,Net Sourcing,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Star,Georgianne,Georgeon,334-02-0510,802-12-8353,ggeorgeongr@nature.com,Female,18,9,Fuscia,Referral,Joined,FY20 P6,Forensic,PROD STAFF,MS&P ACTT,Prod Staff
Seana,Wini,Shone,379-28-7694,504-58-9477,wshonegs@zdnet.com,Female,20,16,Teal,Internal Mobility,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P LRA,TrueView
Gil,Lyssa,Gutherson,318-92-5561,657-20-5327,lguthersongt@chronoengine.com,Male,3,6,Fuscia,Net Sourcing,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Emlyn,Phaedra,MacNeilley,888-14-0722,593-64-0849,pmacneilleygu@buzzfeed.com,Female,5,9,Yellow,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Mauricio,Auroora,Lumsdall,690-38-2810,647-73-0478,alumsdallgv@phoca.cz,Male,12,16,Purple,PDAT,Joined,FY20 P6,Forensic,PROD STAFF,Controllership,Accounting Technology
Ignacio,Cher,Winslett,376-10-4464,613-92-4405,cwinslettgw@aol.com,Male,4,19,Goldenrod,PDAT,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,D3,SQL DBA
Quinton,Carol-jean,Staresmeare,861-11-8977,868-18-6499,cstaresmearegx@apache.org,Male,16,18,Orange,Net Sourcing,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
Aretha,Zondra,Apperley,124-24-2215,146-78-2875,zapperleygy@mail.ru,Female,7,7,Khaki,Net Sourcing,Joined,FY20 P6,National,PROD STAFF,MS&P CIS,ValueD
Pasquale,Eugine,Brockelsby,217-01-3500,385-71-8493,ebrockelsbygz@youku.com,Male,3,7,Maroon,PDAT,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,D3,SQL DBA
Gaylene,Kittie,Fellow,744-77-6152,746-39-8147,kfellowh0@google.co.uk,Female,8,9,Pink,PDAT,Joined,FY20 P6,Risk Intelligence,PROD STAFF,Controllership,Accounting Technology
Zachary,Ivonne,Hayball,804-98-5825,575-11-6883,ihayballh1@quantcast.com,Male,12,5,Teal,CTH to FTE,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P ACTT,Prod Staff
Yoshiko,Shanta,Follis,588-08-1909,639-67-4017,sfollish2@homestead.com,Female,17,19,Fuscia,Vendor,Joined,FY20 P6,Forensic,PROD STAFF,MS&P ACTT,Prod Staff
Theodor,Sapphire,Ayto,498-99-0048,702-03-8339,saytoh3@census.gov,Male,12,3,Pink,Vendor,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P,Client Support
Thedrick,Cassondra,Shalcros,407-74-7302,648-24-7760,cshalcrosh4@newsvine.com,Male,16,7,Orange,Net Sourcing,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Wittie,Imojean,Seide,152-15-0725,486-90-5056,iseideh5@ox.ac.uk,Male,9,9,Crimson,Vendor,Joined,FY20 P6,National,PROD STAFF,Securitization,Financial Technology
Cully,Christabella,Spurritt,175-93-6242,301-79-6107,cspurritth6@elpais.com,Male,20,11,Indigo,Internal Mobility,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Seward,Blanche,Battle,223-41-8368,885-64-0562,bbattleh7@berkeley.edu,Male,1,2,Orange,Net Sourcing,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P ACTT,Prod Staff
Fletcher,Costanza,Serjent,601-80-4564,220-95-2647,cserjenth8@hud.gov,Male,13,6,Indigo,Referral,Joined,FY20 P6,Forensic,PROD STAFF,Controllership,Accounting Technology
Sandye,Louise,Swidenbank,750-48-4193,361-82-9775,lswidenbankh9@github.io,Female,6,9,Yellow,Internal Mobility,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P ACTT,Prod Staff
Cordelie,Janet,Riddich,100-60-5376,243-20-0758,jriddichha@ebay.com,Female,16,19,Green,Vendor,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P,Client Support
Ailbert,Tasia,Wilcox,753-65-1861,346-77-5711,twilcoxhb@utexas.edu,Male,18,18,Purple,Vendor,Joined,FY20 P6,Forensic,PROD STAFF,D3,SQL DBA
Sherilyn,Andeee,Dickson,755-97-3952,530-74-0615,adicksonhc@umn.edu,Female,11,8,Pink,Referral,Joined,FY20 P6,Risk Intelligence,PROD STAFF,Securitization,Financial Technology
Michaela,Debee,Brithman,876-55-7830,661-44-6015,dbrithmanhd@bbb.org,Female,2,12,Red,Referral,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,Controllership,Accounting Technology
Rice,Rivkah,Akid,183-63-0496,540-44-1008,rakidhe@oracle.com,Male,8,18,Blue,Vendor,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P ACTT,Prod Staff
Guillemette,Malvina,Dowell,526-49-4919,688-82-8599,mdowellhf@wsj.com,Female,2,10,Turquoise,Net Sourcing,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P ACTT,Prod Staff
Alphonse,Sara,Plett,117-75-0105,596-16-8801,spletthg@people.com.cn,Male,15,1,Crimson,Internal Mobility,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P,Client Support
Toni,Halie,Ousley,437-85-0078,828-83-3466,housleyhh@hibu.com,Female,10,20,Red,Net Sourcing,Joined,FY20 P6,National,PROD STAFF,MS&P CIS,ValueD
Wiley,Doreen,McFfaden,554-01-0107,583-43-4577,dmcffadenhi@netlog.com,Male,15,8,Blue,Referral,Joined,FY20 P6,Forensic,PROD STAFF,MS&P LRA,TrueView
Nerte,Jerrilee,Scini,123-09-0290,662-06-0816,jscinihj@yandex.ru,Female,2,8,Mauv,Referral,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P,Client Support
Craggie,Benetta,Grimditch,490-06-2026,777-59-5720,bgrimditchhk@hibu.com,Male,15,1,Red,Internal Mobility,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P ACTT,Prod Staff
Palmer,Alissa,Yewman,491-97-2951,388-40-6219,ayewmanhl@behance.net,Male,7,19,Violet,Net Sourcing,Joined,FY20 P6,Forensic,PROD STAFF,MS&P LRA,TrueView
Alec,Donella,Spong,439-33-4168,863-92-8001,dsponghm@live.com,Male,6,1,Purple,Net Sourcing,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P CIS,ValueD
Hilliard,Sophia,Mellows,263-32-3163,308-01-4206,smellowshn@deliciousdays.com,Male,15,13,Green,CTH to FTE,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P CIS,ValueD
Wynny,Joya,Braunes,306-47-7322,193-63-8125,jbraunesho@angelfire.com,Female,3,1,Green,Net Sourcing,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P,Client Support
Erasmus,Ettie,Calterone,525-89-3393,558-81-2958,ecalteronehp@so-net.ne.jp,Male,16,13,Green,Internal Mobility,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Sunny,Ivie,Attenbarrow,303-96-6844,101-56-3993,iattenbarrowhq@delicious.com,Male,17,14,Violet,Referral,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P LRA,TrueView
Fidelity,Danita,Biddiss,354-53-7960,505-61-8748,dbiddisshr@sourceforge.net,Female,13,15,Aquamarine,CTH to FTE,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P,Client Support
Rudyard,Kellie,McCaskill,585-34-8906,394-72-9954,kmccaskillhs@pbs.org,Male,9,12,Goldenrod,Referral,Joined,FY20 P6,Risk Intelligence,PROD STAFF,Securitization,Financial Technology
Wilburt,Shannah,Titta,245-41-8751,516-19-7736,stittaht@printfriendly.com,Male,3,4,Teal,CTH to FTE,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P CIS,ValueD
Worth,Jorie,Coffin,371-56-6206,439-10-4274,jcoffinhu@google.com.au,Male,20,10,Crimson,Referral,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,Controllership,Accounting Technology
Janela,Clari,Gutch,892-19-1759,366-16-8440,cgutchhv@npr.org,Female,10,10,Teal,Internal Mobility,Joined,FY20 P6,National,PROD STAFF,Securitization,Financial Technology
Rosamond,Mahalia,Abramzon,257-71-2555,874-68-9922,mabramzonhw@gizmodo.com,Female,11,19,Violet,Internal Mobility,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,Controllership,Accounting Technology
Skippy,Cathrine,Bernollet,316-34-6583,374-53-7191,cbernollethx@facebook.com,Male,1,10,Crimson,Net Sourcing,Joined,FY20 P6,Forensic,PROD STAFF,Controllership,Accounting Technology
Dall,Guinevere,Wragge,652-45-7203,534-60-3085,gwraggehy@hexun.com,Male,9,2,Green,Internal Mobility,Joined,FY20 P6,Risk Intelligence,PROD STAFF,Controllership,Accounting Technology
Tara,Rea,Grinnikov,680-24-1350,669-97-2885,rgrinnikovhz@dailymotion.com,Female,11,12,Mauv,PDAT,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P ACTT,Prod Staff
Alexa,Marty,Scutts,752-51-3400,369-53-7494,mscuttsi0@ameblo.jp,Female,19,2,Green,Net Sourcing,Joined,FY20 P6,Risk Intelligence,PROD STAFF,D3,SQL DBA
Worth,Frankie,Cortnay,315-76-3333,527-95-8476,fcortnayi1@exblog.jp,Male,3,14,Violet,CTH to FTE,Joined,FY20 P6,Forensic,PROD STAFF,MS&P ACTT,Prod Staff
Cleveland,Tansy,Girardoni,366-88-0619,567-03-6642,tgirardonii2@mediafire.com,Male,6,20,Orange,Net Sourcing,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P CIS,ValueD
Ashleigh,Minnaminnie,Balke,303-03-9760,310-36-8066,mbalkei3@de.vu,Female,9,16,Pink,PDAT,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P,Client Support
Rusty,Dorrie,Aloshikin,110-46-3370,439-40-7837,daloshikini4@blogs.com,Male,12,3,Orange,Vendor,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,Controllership,Accounting Technology
Ethan,Josselyn,Carette,497-98-5277,519-20-3094,jcarettei5@mysql.com,Male,3,16,Fuscia,PDAT,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,Securitization,Financial Technology
Freda,Danice,Alexsandrowicz,577-56-6105,133-47-5309,dalexsandrowiczi6@newsvine.com,Female,19,13,Teal,Referral,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P ACTT,Prod Staff
Carmelita,Analise,Huston,505-18-6008,506-13-6713,ahustoni7@bing.com,Female,17,4,Maroon,PDAT,Joined,FY20 P6,Risk Intelligence,PROD STAFF,D3,SQL DBA
Daisy,Pollyanna,Belin,492-82-7426,856-70-7910,pbelini8@hugedomains.com,Female,1,4,Red,Net Sourcing,Joined,FY20 P6,Risk Intelligence,PROD STAFF,Controllership,Accounting Technology
Derwin,Aprilette,Gorton,120-48-2939,633-98-3092,agortoni9@histats.com,Male,13,17,Blue,Net Sourcing,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P,Client Support
Em,Farrand,Fache,149-29-7020,757-30-2086,ffacheia@gmpg.org,Female,15,20,Teal,Net Sourcing,Joined,FY20 P6,Fin Risk Trans & Restructuring,PROD STAFF,MS&P ACTT,Prod Staff
Gerick,Briney,Ring,704-39-8826,821-33-5710,bringib@twitter.com,Male,6,20,Orange,CTH to FTE,Joined,FY20 P6,National,PROD STAFF,Securitization,Financial Technology
Celeste,Laina,Budget,450-09-9771,819-24-6972,lbudgetic@meetup.com,Female,20,15,Turquoise,Vendor,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P LRA,TrueView
Georgette,Kacy,Conew,786-10-2173,324-99-3646,kconewid@barnesandnoble.com,Female,13,3,Indigo,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
Marice,Berti,Meadley,849-85-4225,284-92-4552,bmeadleyie@godaddy.com,Female,12,1,Goldenrod,PDAT,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Walliw,Karylin,Licciardo,144-62-4403,476-38-7356,klicciardoif@time.com,Female,5,12,Pink,Internal Mobility,Joined,FY20 P6,Forensic,PROD STAFF,MS&P CIS,ValueD
Deeanne,Paige,Lerigo,158-47-1389,294-60-5203,plerigoig@gravatar.com,Female,10,2,Purple,Net Sourcing,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P,Client Support
Tabby,Etti,Timmis,702-46-6889,158-94-2778,etimmisih@addthis.com,Female,2,11,Turquoise,Net Sourcing,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,D3,SQL DBA
Nicola,Valerye,Friese,227-16-4762,796-03-8711,vfrieseii@pen.io,Male,12,15,Green,Vendor,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P ACTT,Prod Staff
Maddy,Cher,Berriball,540-47-8093,311-61-8624,cberriballij@paypal.com,Male,18,3,Maroon,Net Sourcing,Joined,FY20 P6,National,PROD STAFF,Securitization,Financial Technology
Lydon,Robbin,Farrin,586-50-1212,706-33-1287,rfarrinik@amazon.de,Male,18,10,Goldenrod,Referral,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P LRA,TrueView
Alanna,Sandye,Springell,851-54-1953,751-81-6048,sspringellil@nature.com,Female,3,14,Purple,Vendor,Joined,FY20 P6,Assurance & Internal Audit,PROD STAFF,MS&P ACTT,Prod Staff
Johnette,Cayla,Fer,359-44-2199,103-57-3916,cferim@lulu.com,Female,12,10,Yellow,CTH to FTE,Joined,FY20 P6,Risk Intelligence,PROD STAFF,MS&P ACTT,Prod Staff
Jeremias,Meta,Blacklock,197-67-3675,866-52-4047,mblacklockin@behance.net,Male,16,18,Purple,Referral,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P LRA,TrueView
Price,Ethyl,Toulch,778-38-8754,223-43-2043,etoulchio@mit.edu,Male,1,1,Mauv,Internal Mobility,Joined,FY20 P6,Forensic,PROD STAFF,Securitization,Financial Technology
Bob,Beckie,Grier,518-57-0587,143-10-3810,bgrierip@rakuten.co.jp,Male,13,17,Red,Referral,Joined,FY20 P6,National,PROD STAFF,MS&P CIS,AFES
Margi,Jillie,Oldknowe,208-08-4391,284-36-0902,joldknoweiq@lulu.com,Female,17,1,Indigo,Internal Mobility,Joined,FY20 P6,National,PROD STAFF,MS&P CIS,AFES
Jessika,Almeda,Piwall,420-11-8181,848-43-4846,apiwallir@icq.com,Female,5,20,Khaki,Vendor,Joined,FY20 P6,Regulatory & Operational Risk,PROD STAFF,MS&P ACTT,Prod Staff
